
25-07-2017 10:57:01:232 - D: 	Executing bot with following commands java -Xms512m -jar "target\battlefight-5.0.jar" B "C:\Users\CP318674\Documents\2017-Battleships\Game\Version 1.1.2\Game Engine\Replays\2017-07-25 10-56-57-327\Phase 2 - Round 2\B"
25-07-2017 10:57:01:751 - I: 	Output from bot:  5, 0,10,11,13,14,15,15,15,15,14,13,11,10,
25-07-2017 10:57:01:751 - I: 	Output from bot: 11,11,14,15,16,16,16,16,16,16,15,14,12,11,
25-07-2017 10:57:01:751 - I: 	Output from bot: 13,12,16,17,18,18,18,18,18,18,17,16,14,13,
25-07-2017 10:57:01:751 - I: 	Output from bot: 14,14,17,18,19,19,19,19,19,19,18,17,15,14,
25-07-2017 10:57:01:751 - I: 	Output from bot: 15,15,18,19,20,20,20,20,20,20,19,18,16,15,
25-07-2017 10:57:01:751 - I: 	Output from bot: 15,16,18,19,20,20,20,20,20,20,19,18,16,15,
25-07-2017 10:57:01:751 - I: 	Output from bot: 15,16,18,19,20,20,20,20,20,20,19,18,16,15,
25-07-2017 10:57:01:751 - I: 	Output from bot: 15,16,18,19,20,20,20,20,20,20,19,18,16,15,
25-07-2017 10:57:01:751 - I: 	Output from bot: 15,16,18,19,20,20,20,20,20,20,19,18,16,15,
25-07-2017 10:57:01:751 - I: 	Output from bot: 15,16,18,19,20,20,20,20,20,20,19,18,16,15,
25-07-2017 10:57:01:751 - I: 	Output from bot: 14,15,17,18,19,19,19,19,19,19,18,17,15,14,
25-07-2017 10:57:01:751 - I: 	Output from bot: 13,14,16,17,18,18,18,18,18,18,17,16,14,13,
25-07-2017 10:57:01:751 - I: 	Output from bot: 11,12,14,15,16,16,16,16,16,16,15,14,12,11,
25-07-2017 10:57:01:751 - I: 	Output from bot: 10,11,13,14,15,15,15,15,15,15,14,13,11,10,
25-07-2017 10:57:01:751 - I: 	Output from bot: 
25-07-2017 10:57:01:752 - I: 	Output from bot: 1,7,8
25-07-2017 10:57:01:755 - I: 	Output from bot: [Bot]	Bot finished in 309 ms.
25-07-2017 10:57:01:758 - I: 	Output from bot: 
25-07-2017 10:57:01:758 - E: 	Output from bot: 
25-07-2017 10:57:01:764 - I: 	Your bots total execution time was 00:00:00.5316925
